filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,notes
{Symbols_Root}\Appendices\SeaSurface\30120307.emf,32,Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Landing Ship;Point;\Appendices\SeaSurface\30120307.svg;Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Ship;30120307,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120308.emf,32,Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Craft,Sea Surface : Main Icon,Sea Surface;Military Combatant;Amphibious Warfare Ship;Landing Craft;Point;\Appendices\SeaSurface\30120308.svg;Sea Surface : Military Combatant : Amphibious Warfare Ship : Landing Craft;30120308,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120400.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Point;\Appendices\SeaSurface\30120400.svg;Sea Surface : Military Combatant : Mine Warfare Ship;30120400,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120401.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Layer,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Layer;Point;\Appendices\SeaSurface\30120401.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Layer;30120401,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120402.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Sweeper;Point;\Appendices\SeaSurface\30120402.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper;30120402,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120403.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper- Drone,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Sweeper- Drone;Point;\Appendices\SeaSurface\30120403.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Sweeper- Drone;30120403,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120404.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Hunter,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Hunter;Point;\Appendices\SeaSurface\30120404.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Hunter;30120404,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120405.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Countermeasures;Point;\Appendices\SeaSurface\30120405.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures;30120405,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120406.emf,32,Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures- Support Ship,Sea Surface : Main Icon,Sea Surface;Military Combatant;Mine Warfare Ship;Mine Countermeasures- Support Ship;Point;\Appendices\SeaSurface\30120406.svg;Sea Surface : Military Combatant : Mine Warfare Ship : Mine Countermeasures- Support Ship;30120406,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120500.emf,32,Sea Surface : Military Combatant : Patrol Boat,Sea Surface : Main Icon,Sea Surface;Military Combatant;Patrol Boat;Point;\Appendices\SeaSurface\30120500.svg;Sea Surface : Military Combatant : Patrol Boat;30120500,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120501.emf,32,Sea Surface : Military Combatant : Patrol Boat : Patrol Craft- Submarine Chaser/Escort- General,Sea Surface : Main Icon,Sea Surface;Military Combatant;Patrol Boat;Patrol Craft- Submarine Chaser/Escort- General;Point;\Appendices\SeaSurface\30120501.svg;Sea Surface : Military Combatant : Patrol Boat : Patrol Craft- Submarine Chaser/Escort- General;30120501,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120502.emf,32,Sea Surface : Military Combatant : Patrol Boat : Patrol Ship- General,Sea Surface : Main Icon,Sea Surface;Military Combatant;Patrol Boat;Patrol Ship- General;Point;\Appendices\SeaSurface\30120502.svg;Sea Surface : Military Combatant : Patrol Boat : Patrol Ship- General;30120502,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120600.emf,32,Sea Surface : Military Combatant : Decoy,Sea Surface : Main Icon,Sea Surface;Military Combatant;Decoy;Point;\Appendices\SeaSurface\30120600.svg;Sea Surface : Military Combatant : Decoy;30120600,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120700.emf,32,Sea Surface : Military Combatant : Unmanned Surface Water Vehicle (USV),Sea Surface : Main Icon,Sea Surface;Military Combatant;Unmanned Surface Water Vehicle (USV);Point;\Appendices\SeaSurface\30120700.svg;Sea Surface : Military Combatant : Unmanned Surface Water Vehicle (USV);30120700,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120800.emf,32,Sea Surface : Military Combatant : Speedboat,Sea Surface : Main Icon,Sea Surface;Military Combatant;Speedboat;Point;\Appendices\SeaSurface\30120800.svg;Sea Surface : Military Combatant : Speedboat;30120800,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120801.emf,32,Sea Surface : Military Combatant : Speedboat : Rigid-Hull Inflatable Boat (RHIB),Sea Surface : Main Icon,Sea Surface;Military Combatant;Speedboat;Rigid-Hull Inflatable Boat (RHIB);Point;\Appendices\SeaSurface\30120801.svg;Sea Surface : Military Combatant : Speedboat : Rigid-Hull Inflatable Boat (RHIB);30120801,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30120900.emf,32,Sea Surface : Military Combatant : Jet Ski,Sea Surface : Main Icon,Sea Surface;Military Combatant;Jet Ski;Point;\Appendices\SeaSurface\30120900.svg;Sea Surface : Military Combatant : Jet Ski;30120900,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121000.emf,32,Sea Surface : Military Combatant : Navy Task Organization,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Point;\Appendices\SeaSurface\30121000.svg;Sea Surface : Military Combatant : Navy Task Organization;30121000,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121001.emf,32,Sea Surface : Military Combatant : Navy Task Organization : Navy Task Element,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Navy Task Element;Point;\Appendices\SeaSurface\30121001.svg;Sea Surface : Military Combatant : Navy Task Organization : Navy Task Element;30121001,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121002.emf,32,Sea Surface : Military Combatant : Navy Task Organization : Navy Task Force,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Navy Task Force;Point;\Appendices\SeaSurface\30121002.svg;Sea Surface : Military Combatant : Navy Task Organization : Navy Task Force;30121002,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121003.emf,32,Sea Surface : Military Combatant : Navy Task Organization : Navy Task Group,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Navy Task Group;Point;\Appendices\SeaSurface\30121003.svg;Sea Surface : Military Combatant : Navy Task Organization : Navy Task Group;30121003,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121004.emf,32,Sea Surface : Military Combatant : Navy Task Organization : Navy Task Unit,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Navy Task Unit;Point;\Appendices\SeaSurface\30121004.svg;Sea Surface : Military Combatant : Navy Task Organization : Navy Task Unit;30121004,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121005.emf,32,Sea Surface : Military Combatant : Navy Task Organization : Convoy,Sea Surface : Main Icon,Sea Surface;Military Combatant;Navy Task Organization;Convoy;Point;\Appendices\SeaSurface\30121005.svg;Sea Surface : Military Combatant : Navy Task Organization : Convoy;30121005,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30121100.emf,32,Sea Surface : Military Combatant : Sea-Based X-Band (SBX) Radar,Sea Surface : Main Icon,Sea Surface;Military Combatant;Sea-Based X-Band (SBX) Radar;Point;\Appendices\SeaSurface\30121100.svg;Sea Surface : Military Combatant : Sea-Based X-Band (SBX) Radar;30121100,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130000.emf,32,Sea Surface : Military Noncombatant,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Point;\Appendices\SeaSurface\30130000.svg;Sea Surface : Military Noncombatant;30130000,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130100.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Point;\Appendices\SeaSurface\30130100.svg;Sea Surface : Military Noncombatant : Auxiliary Ship;30130100,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130101.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Ammunition Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Ammunition Ship;Point;\Appendices\SeaSurface\30130101.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Ammunition Ship;30130101,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130102.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Naval Stores Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Naval Stores Ship;Point;\Appendices\SeaSurface\30130102.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Naval Stores Ship;30130102,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130103.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Auxiliary Flag Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Auxiliary Flag Ship;Point;\Appendices\SeaSurface\30130103.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Auxiliary Flag Ship;30130103,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130104.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Intelligence Collector,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Intelligence Collector;Point;\Appendices\SeaSurface\30130104.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Intelligence Collector;30130104,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130105.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Oceanographic Research Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Oceanographic Research Ship;Point;\Appendices\SeaSurface\30130105.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Oceanographic Research Ship;30130105,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130106.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Survey Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Survey Ship;Point;\Appendices\SeaSurface\30130106.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Survey Ship;30130106,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130107.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Hospital Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Hospital Ship;Point;\Appendices\SeaSurface\30130107.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Hospital Ship;30130107,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130108.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Naval Cargo Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Naval Cargo Ship;Point;\Appendices\SeaSurface\30130108.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Naval Cargo Ship;30130108,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130109.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Combat Support Ship- Fast,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Combat Support Ship- Fast;Point;\Appendices\SeaSurface\30130109.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Combat Support Ship- Fast;30130109,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130110.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Oiler- Replenishment,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Oiler- Replenishment;Point;\Appendices\SeaSurface\30130110.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Oiler- Replenishment;30130110,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130111.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Repair Ship,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Repair Ship;Point;\Appendices\SeaSurface\30130111.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Repair Ship;30130111,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130112.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Submarine Tender,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Submarine Tender;Point;\Appendices\SeaSurface\30130112.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Submarine Tender;30130112,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130113.emf,32,Sea Surface : Military Noncombatant : Auxiliary Ship : Tug- Ocean Going,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Auxiliary Ship;Tug- Ocean Going;Point;\Appendices\SeaSurface\30130113.svg;Sea Surface : Military Noncombatant : Auxiliary Ship : Tug- Ocean Going;30130113,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130200.emf,32,Sea Surface : Military Noncombatant : Service Craft/Yard,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Service Craft/Yard;Point;\Appendices\SeaSurface\30130200.svg;Sea Surface : Military Noncombatant : Service Craft/Yard;30130200,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130201.emf,32,Sea Surface : Military Noncombatant : Service Craft/Yard : Barge- Not Self-Propelled,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Service Craft/Yard;Barge- Not Self-Propelled;Point;\Appendices\SeaSurface\30130201.svg;Sea Surface : Military Noncombatant : Service Craft/Yard : Barge- Not Self-Propelled;30130201,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130202.emf,32,Sea Surface : Military Noncombatant : Service Craft/Yard : Barge- Self-Propelled,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Service Craft/Yard;Barge- Self-Propelled;Point;\Appendices\SeaSurface\30130202.svg;Sea Surface : Military Noncombatant : Service Craft/Yard : Barge- Self-Propelled;30130202,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130203.emf,32,Sea Surface : Military Noncombatant : Service Craft/Yard : Tug- Harbor,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Service Craft/Yard;Tug- Harbor;Point;\Appendices\SeaSurface\30130203.svg;Sea Surface : Military Noncombatant : Service Craft/Yard : Tug- Harbor;30130203,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30130204.emf,32,Sea Surface : Military Noncombatant : Service Craft/Yard : Launch,Sea Surface : Main Icon,Sea Surface;Military Noncombatant;Service Craft/Yard;Launch;Point;\Appendices\SeaSurface\30130204.svg;Sea Surface : Military Noncombatant : Service Craft/Yard : Launch;30130204,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140000.emf,32,Sea Surface : Civilian,Sea Surface : Main Icon,Sea Surface;Civilian;Point;\Appendices\SeaSurface\30140000.svg;Sea Surface : Civilian;30140000,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140100.emf,32,Sea Surface : Civilian : Merchant Ship,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Point;\Appendices\SeaSurface\30140100.svg;Sea Surface : Civilian : Merchant Ship;30140100,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140101.emf,32,Sea Surface : Civilian : Merchant Ship : Cargo- General,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Cargo- General;Point;\Appendices\SeaSurface\30140101.svg;Sea Surface : Civilian : Merchant Ship : Cargo- General;30140101,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140102.emf,32,Sea Surface : Civilian : Merchant Ship : Container Ship,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Container Ship;Point;\Appendices\SeaSurface\30140102.svg;Sea Surface : Civilian : Merchant Ship : Container Ship;30140102,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140103.emf,32,Sea Surface : Civilian : Merchant Ship : Dredge,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Dredge;Point;\Appendices\SeaSurface\30140103.svg;Sea Surface : Civilian : Merchant Ship : Dredge;30140103,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140104.emf,32,Sea Surface : Civilian : Merchant Ship : Roll On/Roll Off,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Roll On/Roll Off;Point;\Appendices\SeaSurface\30140104.svg;Sea Surface : Civilian : Merchant Ship : Roll On/Roll Off;30140104,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140105.emf,32,Sea Surface : Civilian : Merchant Ship : Ferry,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Ferry;Point;\Appendices\SeaSurface\30140105.svg;Sea Surface : Civilian : Merchant Ship : Ferry;30140105,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140106.emf,32,Sea Surface : Civilian : Merchant Ship : Heavy Lift,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Heavy Lift;Point;\Appendices\SeaSurface\30140106.svg;Sea Surface : Civilian : Merchant Ship : Heavy Lift;30140106,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140107.emf,32,Sea Surface : Civilian : Merchant Ship : Hovercraft,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Hovercraft;Point;\Appendices\SeaSurface\30140107.svg;Sea Surface : Civilian : Merchant Ship : Hovercraft;30140107,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140108.emf,32,Sea Surface : Civilian : Merchant Ship : Lash Carrier (with Barges),Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Lash Carrier (with Barges);Point;\Appendices\SeaSurface\30140108.svg;Sea Surface : Civilian : Merchant Ship : Lash Carrier (with Barges);30140108,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140109.emf,32,Sea Surface : Civilian : Merchant Ship : Oiler/Tanker,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Oiler/Tanker;Point;\Appendices\SeaSurface\30140109.svg;Sea Surface : Civilian : Merchant Ship : Oiler/Tanker;30140109,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140110.emf,32,Sea Surface : Civilian : Merchant Ship : Passenger,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Passenger;Point;\Appendices\SeaSurface\30140110.svg;Sea Surface : Civilian : Merchant Ship : Passenger;30140110,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140111.emf,32,Sea Surface : Civilian : Merchant Ship : Tug- Ocean Going,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Tug- Ocean Going;Point;\Appendices\SeaSurface\30140111.svg;Sea Surface : Civilian : Merchant Ship : Tug- Ocean Going;30140111,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140112.emf,32,Sea Surface : Civilian : Merchant Ship : Tow,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Tow;Point;\Appendices\SeaSurface\30140112.svg;Sea Surface : Civilian : Merchant Ship : Tow;30140112,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140113.emf,32,Sea Surface : Civilian : Merchant Ship : Transport Ship- Hazardous Material,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Transport Ship- Hazardous Material;Point;\Appendices\SeaSurface\30140113.svg;Sea Surface : Civilian : Merchant Ship : Transport Ship- Hazardous Material;30140113,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140114.emf,32,Sea Surface : Civilian : Merchant Ship : Junk/Dhow,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Junk/Dhow;Point;\Appendices\SeaSurface\30140114.svg;Sea Surface : Civilian : Merchant Ship : Junk/Dhow;30140114,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140115.emf,32,Sea Surface : Civilian : Merchant Ship : Barge- Not Self-Propelled,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Barge- Not Self-Propelled;Point;\Appendices\SeaSurface\30140115.svg;Sea Surface : Civilian : Merchant Ship : Barge- Not Self-Propelled;30140115,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140116.emf,32,Sea Surface : Civilian : Merchant Ship : Hospital Ship,Sea Surface : Main Icon,Sea Surface;Civilian;Merchant Ship;Hospital Ship;Point;\Appendices\SeaSurface\30140116.svg;Sea Surface : Civilian : Merchant Ship : Hospital Ship;30140116,Image file does not exist;
{Symbols_Root}\Appendices\SeaSurface\30140200.emf,32,Sea Surface : Civilian : Fishing Vessel,Sea Surface : Main Icon,Sea Surface;Civilian;Fishing Vessel;Point;\Appendices\SeaSurface\30140200.svg;Sea Surface : Civilian : Fishing Vessel;30140200,Image file does not exist;
